input_text,target_text
"source target factuality: Kopp , meanwhile , may have approached the border with Mexico , but it is unknown whether he crossed into that country , said Freeh .","(AUTHOR, approached, unknown); (AUTHOR, unknown, unknown); (AUTHOR, crossed, unknown); (AUTHOR, said, true); (AUTHOR_GEN, crossed, unknown); (AUTHOR_Freeh, approached, ptrue); (AUTHOR_Freeh, unknown, true); (AUTHOR_Freeh, crossed, unknown); (AUTHOR_Freeh_GEN, crossed, unknown)"
"source target factuality: "" Both Senator D'Amato and Chuck Schumer agree this was a horrific crime and a horrible tragedy , "" said Josh Isay , Schumer 's campaign manager .","(AUTHOR, agree, unknown); (AUTHOR, was, unknown); (AUTHOR, said, true); (AUTHOR_D'Amato, was, unknown); (AUTHOR_Isay, agree, true); (AUTHOR_Isay, was, unknown); (AUTHOR_Isay_D'Amato, was, true)"
"source target factuality: The killing of Dr. Barnett Slepian , a gynecologist in Buffalo who performed abortions , has become a factor in at least two campaigns in New York , say political consultants and some campaign advisers .","(AUTHOR, killing, true); (AUTHOR, performed, true); (AUTHOR, become, unknown); (AUTHOR, say, true); (AUTHOR_consultants, killing, true); (AUTHOR_consultants, performed, true); (AUTHOR_consultants, become, true)"
"source target factuality: "" I think that when pro - life organizations try to distinguish between themselves and these incidents they are at best being disingenuous , "" she said .","(AUTHOR, think, unknown); (AUTHOR, try, unknown); (AUTHOR, distinguish, unknown); (AUTHOR, being, unknown); (AUTHOR, said, true); (AUTHOR_she, think, true); (AUTHOR_I, try, true); (AUTHOR_I, distinguish, unknown); (AUTHOR_I, being, true)"
"source target factuality: Yet , the Taliban have forbidden them to work .","(AUTHOR, forbidden, true); (AUTHOR, work, unknown)"
"source target factuality: In 1988 , the company earned $ 822.8 million , or $ 5.66 a share , on sales of $ 12.49 billion .","(AUTHOR, earned, true)"
source target factuality: Reno said Bin Laden and Kopp have one thing in common : Each wrongly believes he is justified in using all means possible to achieve his goal .,"(AUTHOR, said, true); (AUTHOR, have, unknown); (AUTHOR, believes, unknown); (AUTHOR, justified, unknown); (AUTHOR, using, unknown); (AUTHOR, achieve, unknown); (AUTHOR_Reno, have, true); (AUTHOR_Reno, believes, true); (AUTHOR_Reno, justified, false); (AUTHOR_Reno, using, unknown); (AUTHOR_Reno, achieve, unknown); (AUTHOR_Each, justified, unknown); (AUTHOR_Each, using, unknown); (AUTHOR_Each, achieve, unknown); (AUTHOR_Reno_Each, justified, true); (AUTHOR_Reno_Each, using, unknown); (AUTHOR_Reno_Each, achieve, unknown)"
"source target factuality: Kopp , 44 , of St. Albans , Vt . , became the subject of an international manhunt in November when he was called a witness in the case .","(AUTHOR, became, true); (AUTHOR, subject, true); (AUTHOR, manhunt, true); (AUTHOR, called, true)"
"source target factuality: And just last month , an off duty policeman is killed when a bomb explodes at another abortion clinic .","(AUTHOR, killed, true); (AUTHOR, explodes, true)"
"source target factuality: Securities analysts were even more cautious , having been burned repeatedly on Unisys this year .","(AUTHOR, burned, true); (AUTHOR, cautious, true)"
"source target factuality: By comparison , for the first nine months , Xerox earned $ 492 million , or $ 4.55 a share , on revenue of $ 12.97 billion .","(AUTHOR, earned, true)"
"source target factuality: "" We want our membership of NATO to serve as a ` catalyst ' for Polish Russian co - operation , "" he said last year .","(AUTHOR, want, unknown); (AUTHOR, serve, unknown); (AUTHOR, said, true); (AUTHOR_he, want, true); (AUTHOR_he, serve, unknown)"
source target factuality: Iraq now controls 20 percent of the world 's oil reserves with its conquest of Kuwait .,"(AUTHOR, controls, true); (AUTHOR, conquest, true)"
source target factuality: The Indonesian currency has lost twenty six percent of its value .,"(AUTHOR, lost, true)"
"source target factuality: You may , in a year or two , save a few more lives if you do sickest first .","(AUTHOR, save, unknown); (AUTHOR, do, unknown)"
"source target factuality: Asked how the company hopes to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration .","(AUTHOR, Asked, true); (AUTHOR, hopes, unknown); (AUTHOR, expand, unknown); (AUTHOR, said, true); (AUTHOR, sees, unknown); (AUTHOR_GEN, hopes, true); (AUTHOR_GEN, expand, unknown); (AUTHOR_Ousley, sees, true)"
"source target factuality: Mutual fund groups have n't lost control of much of the outgoing money , says Louis Harvey , Dalbar 's president .","(AUTHOR, lost, unknown); (AUTHOR, says, true); (AUTHOR_Harvey, lost, false)"
"source target factuality: Sales in the latest quarter were $ 8.59 billion , up 9.4 % from $ 7.85 billion .","(AUTHOR, $, true); (AUTHOR, $, true)"
source target factuality: Rights attached to the company 's common shares were issued that are triggered if a hostile bidder acquires more than 20 % of the shares outstanding .,"(AUTHOR, acquires, unknown); (AUTHOR, issued, true); (AUTHOR, triggered, unknown)"
"source target factuality: Those gains came from higher prices , particularly for disposable diapers and tissue products , and from increased sales , primarily for feminine - care products , the company said .","(AUTHOR, said, true); (AUTHOR, prices, unknown); (AUTHOR, sales, unknown); (AUTHOR, gains, unknown); (AUTHOR_company, prices, true); (AUTHOR_company, sales, true); (AUTHOR_company, gains, true)"
"source target factuality: By acquiring the shares , Lawrence Group increased its stake in Lawrence Insurance to 93.2 % from 91.2 % .","(AUTHOR, acquiring, true); (AUTHOR, increased, true); (AUTHOR, 93.2, true); (AUTHOR, 91.2, true)"
"source target factuality: Mr. Fournier said Navigation Mixte 's 1989 unconsolidated , or parent - company , profit is likely to be 4.7 billion francs ( $ 754.4 million ) , up from 633.8 million francs last year .","(AUTHOR, 4.7, unknown); (AUTHOR, 633.8, true); (AUTHOR, said, true); (AUTHOR_Fournier, 4.7, ptrue); (AUTHOR_Fournier, 633.8, true)"
"source target factuality: Women do not become victims of armed attack , but they do not have the right to work .","(AUTHOR, become, false); (AUTHOR, attack, true); (AUTHOR, work, unknown); (AUTHOR, victims, false); (AUTHOR, right, false)"
"source target factuality: Uh , in addition , white power racist music has become uh quite popular in certain sectors .","(AUTHOR, become, true)"
"source target factuality: Martonyi called Hunragy 's admission in NATO "" returning to her natural habitat , "" saying : "" It has been our manifest destiny to rejoin those with whom we share the same values , interests and goals . ""","(AUTHOR, called, true); (AUTHOR, admission, true); (AUTHOR, returning, unknown); (AUTHOR, saying, true); (AUTHOR, been, unknown); (AUTHOR, rejoin, true); (AUTHOR, share, unknown); (AUTHOR_Martonyi, admission, true); (AUTHOR_Martonyi, returning, true); (AUTHOR_Martonyi, been, true); (AUTHOR_Martonyi, rejoin, true); (AUTHOR_Martonyi, share, true); (AUTHOR, called, true); (AUTHOR, admission, true); (AUTHOR, returning, unknown); (AUTHOR, saying, true); (AUTHOR, been, unknown); (AUTHOR, rejoin, true); (AUTHOR, share, unknown); (AUTHOR_Martonyi, admission, true); (AUTHOR_Martonyi, returning, true); (AUTHOR_Martonyi, been, true); (AUTHOR_Martonyi, rejoin, true); (AUTHOR_Martonyi, share, true)"
source target factuality: U.S. Secretary of State Madeleine Albright has invited Polish Foreign Minister Bronisaw Geremek to visit the United States .,"(AUTHOR, invited, true); (AUTHOR, visit, unknown)"
"source target factuality: Mr. McNealy said the issues that hurt Sun 's performance earlier this year are now "" largely "" behind the firm , and he indicated that Sun 's profitability should increase throughout the fiscal year .","(AUTHOR, said, true); (AUTHOR, hurt, unknown); (AUTHOR, indicated, true); (AUTHOR, increase, unknown); (AUTHOR_he, increase, ptrue); (AUTHOR_McNealy, hurt, true)"
source target factuality: Think you got it ?,"(AUTHOR, Think, unknown); (AUTHOR, got, unknown); (AUTHOR_you, got, unknown)"
"source target factuality: This time , however , some analysts think he could face a real battle .","(AUTHOR, face, unknown); (AUTHOR, think, true); (AUTHOR, battle, unknown); (AUTHOR_analysts, face, ptrue); (AUTHOR_analysts, battle, ptrue)"
"source target factuality: Thomas Spiegel , Columbia 's chairman , said in a statement that the thrift was "" disappointed "" by the effects of the accounting changes .","(AUTHOR, said, true); (AUTHOR, statement, true); (AUTHOR, disappointed, unknown); (AUTHOR, changes, true); (AUTHOR_Spiegel, disappointed, true); (AUTHOR_Spiegel, changes, true)"
"source target factuality: She says her group is appealing to individuals , to the international community , and to the combatants and people of Afghanistan to stop the bloodletting which has torn the country apart .","(AUTHOR, appealing, unknown); (AUTHOR, bloodletting, true); (AUTHOR, says, true); (AUTHOR, stop, unknown); (AUTHOR, torn, true); (AUTHOR_She, appealing, true); (AUTHOR_She, bloodletting, true); (AUTHOR_She, stop, unknown); (AUTHOR_She, torn, true)"
source target factuality: The withdrawals could spell trouble for the $ 200 billion junk market .,"(AUTHOR, withdrawals, true); (AUTHOR, spell, ptrue); (AUTHOR, trouble, ptrue)"
"source target factuality: Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp. , an Intelogic affiliate .","(AUTHOR, seeking, true); (AUTHOR, oust, unknown)"
"source target factuality: Under the pact , Montedision will make a $ 37 - a - share tender offer for Erbamont stock outstanding .","(AUTHOR, make, true); (AUTHOR, offer, true)"
source target factuality: No one held her back .,"(AUTHOR, held, false)"
"source target factuality: The bullet bounced off a cabinet and ricocheted into the living room , where the doctor 's three other children were watching television , Murray said .","(AUTHOR, bounced, unknown); (AUTHOR, ricocheted, unknown); (AUTHOR, watching, unknown); (AUTHOR, said, true); (AUTHOR_Murray, bounced, true); (AUTHOR_Murray, ricocheted, true); (AUTHOR_Murray, watching, true)"
"source target factuality: The decision was made after Defense Secretary Dick Cheney and Gen. Colin Powell , chairman of the Joint Chiefs of Staff , returned from a visit with military commanders in Saudi Arabia , administration officials say .","(AUTHOR, decision, true); (AUTHOR, made, unknown); (AUTHOR, returned, unknown); (AUTHOR, visit, unknown); (AUTHOR, say, true); (AUTHOR_officials, decision, true); (AUTHOR_officials, made, true); (AUTHOR_officials, returned, true); (AUTHOR_officials, visit, true)"
"source target factuality: But the Reserve Fund , America 's first money fund , was not named , nor were the creators of the money - fund concept , Harry Brown and myself .","(AUTHOR, named, false)"
"source target factuality: Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction 's early removal to let GM amass more than 15 % or mount a friendly suitor bid against Ford .","(AUTHOR, request, unknown); (AUTHOR, removal, unknown); (AUTHOR, let, ptrue); (AUTHOR, amass, unknown); (AUTHOR, mount, unknown); (AUTHOR, receptive, ptrue); (AUTHOR, bid, unknown)"
source target factuality: Iraq said the roundup was to protect them from unspecified threats ;,"(AUTHOR, roundup, true); (AUTHOR, said, true); (AUTHOR, protect, unknown); (AUTHOR, threats, unknown); (AUTHOR_Iraq, roundup, true); (AUTHOR_Iraq, protect, unknown); (AUTHOR_Iraq, threats, true)"
"source target factuality: At last report , Connaught had 21.8 million shares outstanding .","(AUTHOR, had, true); (AUTHOR, report, true)"
"source target factuality: Mr. Schwarz 's great - grandfather founded the New York toy store F.A.O. Schwarz , but his family no longer has ties to the company .","(AUTHOR, founded, true); (AUTHOR, has, false)"
"source target factuality: Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self - confidence that he can turn Sansui around .","(AUTHOR, acquisition, true); (AUTHOR, seen, unknown); (AUTHOR, brimmed, true); (AUTHOR, turn, unknown); (AUTHOR, remains, true); (AUTHOR, makes, unknown); (AUTHOR_Nadir, turn, true)"
"source target factuality: In New York Stock Exchange composite trading Friday , Milton Roy shares leaped $ 2 , to $ 18.375 each , while Crane sank $ 1.125 , to $ 21.125 a share .","(AUTHOR, leaped, true); (AUTHOR, sank, true); (AUTHOR, $, true); (AUTHOR, $, true)"
"source target factuality: The No . 1 U.S. auto maker then wrote Jaguar that it intends "" to go to that 15 % "" level once it wins the U.S. clearance to go beyond $ 15 million , a Jaguar spokesman said yesterday .","(AUTHOR, wrote, unknown); (AUTHOR, intends, unknown); (AUTHOR, 15, unknown); (AUTHOR, clearance, unknown); (AUTHOR, go, unknown); (AUTHOR, wins, unknown); (AUTHOR, go, unknown); (AUTHOR, said, true); (AUTHOR_maker, intends, unknown); (AUTHOR_maker, 15, unknown); (AUTHOR_maker, clearance, unknown); (AUTHOR_maker, go, unknown); (AUTHOR_maker, wins, unknown); (AUTHOR_maker, go, unknown); (AUTHOR_spokesman, wrote, true); (AUTHOR_spokesman, intends, unknown); (AUTHOR_spokesman, 15, unknown); (AUTHOR_spokesman, clearance, unknown); (AUTHOR_spokesman, go, unknown); (AUTHOR_spokesman, wins, unknown); (AUTHOR_spokesman, go, unknown); (AUTHOR_spokesman_maker, intends, true); (AUTHOR_spokesman_maker, 15, unknown); (AUTHOR_spokesman_maker, clearance, ptrue); (AUTHOR_spokesman_maker, go, ptrue); (AUTHOR_spokesman_maker, wins, true); (AUTHOR_spokesman_maker, go, unknown)"
source target factuality: Just the fact that we 're doing the job that we 're doing makes us role models .,"(AUTHOR, makes, true); (AUTHOR, models, true); (AUTHOR, doing, true)"
"source target factuality: With Kuwait now "" annexed , "" Iraq has control of 20 percent of the world 's oil reserves .","(AUTHOR, annexed, true); (AUTHOR, control, true)"
"source target factuality: Bishop Henry Mansell of the Archdiocese of Buffalo said it was "" an act of madness , "" but he went on to defend the Church 's opposition to abortion as "" respecting of human life in all its forms , especially the most vulnerable . ""","(AUTHOR, said, true); (AUTHOR, was, unknown); (AUTHOR, defend, true); (AUTHOR_Mansell, was, true)"
"source target factuality: Of course , it is still far too early to assume that the military situation on the ground will stay as smooth for allied forces as it appears to have been so far .","(AUTHOR, assume, unknown); (AUTHOR, stay, unknown); (AUTHOR, appears, true); (AUTHOR, situation, true); (AUTHOR, early, true); (AUTHOR_GEN, stay, unknown); (AUTHOR_GEN, situation, true)"
"source target factuality: In Poland , Hungary and the Czech Republic , the moment was marked by small - scale public celebrations .","(AUTHOR, marked, true); (AUTHOR, celebrations, true)"
"source target factuality: Du Pont Co. reported that third - quarter profit grew a robust 19 % from a year ago on the strength of the company 's operations in various chemicals and fibers , and in petroleum .","(AUTHOR, reported, true); (AUTHOR, grew, unknown); (AUTHOR, operations, unknown); (AUTHOR_Co., grew, true); (AUTHOR_Co., operations, true)"
"source target factuality: The panel will be based in Addis Ababa , and will finish its investigation within a year , it said .","(AUTHOR, based, unknown); (AUTHOR, finish, unknown); (AUTHOR, investigation, true); (AUTHOR, said, true); (AUTHOR_it, based, true); (AUTHOR_it, finish, true); (AUTHOR_it, investigation, true)"
source target factuality: He called U.S. soldiers massing in Saudi Arabia the real occupiers in the Persian Gulf .,"(AUTHOR, occupiers, unknown); (AUTHOR, called, true); (AUTHOR, massing, true); (AUTHOR_He, occupiers, true); (AUTHOR_He, massing, true)"
"source target factuality: If a suspect is caught and charged in both state and federal courts , a state trial would likely precede a federal one , giving the authorities two chances to prosecute .","(AUTHOR, caught, unknown); (AUTHOR, charged, unknown); (AUTHOR, precede, unknown); (AUTHOR, giving, unknown); (AUTHOR, prosecute, unknown)"
source target factuality: The appointment takes effect Nov. 13 .,"(AUTHOR, appointment, true); (AUTHOR, takes, true); (AUTHOR, effect, true)"
"source target factuality: In a related move , Pierre Lortie , chairman and chief executive , resigned .","(AUTHOR, move, true); (AUTHOR, resigned, true)"
"source target factuality: If so , and if it appears that the American goal actually is to destroy the Iraqi regime even at the cost of badly hurting Iraqi society , "" the lingering cost of that could be high , "" worries former national security adviser Zbigniew Brzezinski .","(AUTHOR, regime, true); (AUTHOR, worries, true); (AUTHOR, appears, unknown); (AUTHOR, goal, true); (AUTHOR, destroy, unknown); (AUTHOR, hurting, unknown)"
"source target factuality: In space , some say female pilots were held up until now by the lack of piloting opportunities for them in the military .","(AUTHOR, held, unknown); (AUTHOR, lack, unknown)"
"source target factuality: Anheuser noted that "" beer industry sales volume is 1989 is following the trend that has characterized the last half of the ' 80s , with sales volume being essentially flat "" while consolidation creates fewer , bigger players .","(AUTHOR, flat, unknown); (AUTHOR, sales, unknown); (AUTHOR, trend, unknown); (AUTHOR, noted, true); (AUTHOR, following, unknown); (AUTHOR, characterized, unknown); (AUTHOR, consolidation, unknown); (AUTHOR, creates, unknown); (AUTHOR_Anheuser, flat, true); (AUTHOR_Anheuser, sales, true); (AUTHOR_Anheuser, trend, true); (AUTHOR_Anheuser, following, true); (AUTHOR_Anheuser, characterized, true); (AUTHOR_Anheuser, consolidation, true); (AUTHOR_Anheuser, creates, true)"
"source target factuality: Uri Lubrani , Israel 's top official for Lebanon affairs , also suggested Israel was willing to modify its political goals in Lebanon .","(AUTHOR, willing, unknown); (AUTHOR, suggested, true); (AUTHOR, modify, unknown); (AUTHOR_Lubrani, willing, ptrue); (AUTHOR_Lubrani, modify, unknown)"
"source target factuality: And in the tight race for U.S. Senate , while the Democrat , Charles Schumer , another abortion - rights supporter , has not raised Slepian 's death himself , his aides say it puts a new emphasis on the issue .","(AUTHOR, raised, false); (AUTHOR, say, true); (AUTHOR, puts, unknown); (AUTHOR, race, true); (AUTHOR_aides, puts, true)"
"source target factuality: Mr. Nadeau said he intends to remain Provigo 's chief executive only until the non - food businesses are sold , after a which a new chief executive will be named .","(AUTHOR, said, true); (AUTHOR, intends, unknown); (AUTHOR, remain, unknown); (AUTHOR, sold, unknown); (AUTHOR, named, unknown); (AUTHOR_Nadeau, intends, true); (AUTHOR_Nadeau, remain, unknown); (AUTHOR_Nadeau, sold, true); (AUTHOR_Nadeau, named, true)"
"source target factuality: Freeh also ordered the investigation consolidate information under the Atlanta task force , another indication officials suspect a link between all the bombings .","(AUTHOR, link, unknown); (AUTHOR, ordered, true); (AUTHOR, investigation, true); (AUTHOR, suspect, ptrue); (AUTHOR, bombings, true); (AUTHOR_officials, link, ptrue); (AUTHOR_officials, bombings, true)"
"source target factuality: As Jaguar 's biggest holder and Britain 's biggest car maker , Ford could turn up the heat by convening a special shareholders ' meeting and urging holders to drop the limits early .","(AUTHOR, drop, unknown); (AUTHOR, turn, ptrue); (AUTHOR, convening, ptrue); (AUTHOR, meeting, ptrue); (AUTHOR, urging, ptrue)"
"source target factuality: Kopp , a fugitive , has until now been described only as a material witness and a nationwide warrant had been issued so that he could be held for questioning .","(AUTHOR, described, true); (AUTHOR, issued, true); (AUTHOR, held, unknown); (AUTHOR, questioning, unknown)"
source target factuality: Both Coors and Stroh have recently been ceding market share to Miller and Anheuser .,"(AUTHOR, ceding, true)"
source target factuality: Bond prices were barely higher .,"(AUTHOR, higher, true)"
source target factuality: And law enforcement sources say they ca n't ignore letters penned under the name army of god .,"(AUTHOR, say, true); (AUTHOR, ignore, unknown); (AUTHOR_sources, ignore, false)"
"source target factuality: Still , analysts said the accord does n't suggest Japan is opening up to more foreign takeovers .","(AUTHOR, opening, unknown); (AUTHOR, takeovers, unknown); (AUTHOR, suggest, unknown); (AUTHOR, said, true); (AUTHOR_analysts, opening, pfalse); (AUTHOR_analysts, takeovers, pfalse); (AUTHOR_analysts, suggest, false)"
"source target factuality: "" We 'd like to continue to reduce debt , "" President Lawrence Perlman said .","(AUTHOR, like, unknown); (AUTHOR, continue, unknown); (AUTHOR, reduce, unknown); (AUTHOR, said, true); (AUTHOR_Perlman, like, true); (AUTHOR_Perlman, continue, unknown); (AUTHOR_Perlman, reduce, unknown)"
"source target factuality: The Aug. 7 , 1998 , bombings killed more than 200 people , including 12 Americans .","(AUTHOR, bombings, true); (AUTHOR, killed, true)"
source target factuality: Sales rose 6.2 % to $ 1.45 billion from $ 1.37 billion .,"(AUTHOR, $, true); (AUTHOR, $, true); (AUTHOR, rose, true)"
"source target factuality: "" I think frankly Saddam is finished , no matter what happens , "" says Christine Helms , a Middle East scholar who has written extensively about Iraq .","(AUTHOR, think, unknown); (AUTHOR, finished, unknown); (AUTHOR, happens, unknown); (AUTHOR, says, true); (AUTHOR, written, true); (AUTHOR_Helms, think, true); (AUTHOR_I, finished, ptrue); (AUTHOR_I, happens, unknown)"
"source target factuality: If Israel is asked to uh stretch itself on matters that are vital to its security concerns , then we must see an equal effort on the other side .","(AUTHOR, stretch, unknown); (AUTHOR, see, unknown); (AUTHOR, asked, unknown)"
source target factuality: The United Nations says women and children make up about seventy - five percent of the Afghan population .,"(AUTHOR, says, true); (AUTHOR, make, unknown); (AUTHOR_Nations, make, true)"
"source target factuality: He argued setting an explicit deadline for Saddam Hussein to break would , when it was broken , give the U.S. military a clear green light to proceed .","(AUTHOR, argued, true); (AUTHOR, setting, unknown); (AUTHOR, break, unknown); (AUTHOR, broken, unknown); (AUTHOR, give, unknown); (AUTHOR, proceed, unknown); (AUTHOR_He, setting, unknown); (AUTHOR_He, break, unknown); (AUTHOR_He, broken, unknown); (AUTHOR_He, give, unknown); (AUTHOR_He, proceed, unknown)"
source target factuality: The government is sharpening its newest weapon against white - collar defendants : the power to prevent them from paying their legal bills .,"(AUTHOR, sharpening, true); (AUTHOR, power, true); (AUTHOR, prevent, unknown); (AUTHOR, paying, unknown)"
source target factuality: Egyptian and Moroccan troops are already there .,"(AUTHOR, there, true)"
"source target factuality: If and when the remains are found , he said , they would be turned over to the British Embassy , apparently meaning they would be sent across the border into Thailand and onward to Bangkok .","(AUTHOR, found, unknown); (AUTHOR, said, true); (AUTHOR, turned, unknown); (AUTHOR, sent, ptrue); (AUTHOR_he, found, unknown); (AUTHOR_he, turned, unknown); (AUTHOR_he, sent, unknown)"
"source target factuality: Declining issues on the Big Board outstripped gainers 1,141 to 406 .","(AUTHOR, outstripped, true)"
source target factuality: I was pleased to note that your Oct. 23 Centennial Journal item recognized the money - fund concept as one of the significant events of the past century .,"(AUTHOR, pleased, true)"
source target factuality: The DAX dropped 19.69 points Friday to 1462.93 .,"(AUTHOR, dropped, true); (AUTHOR, 1462.93, true)"
"source target factuality: last Monday , the company had nearly 73 million shares outstanding .","(AUTHOR, had, true)"
"source target factuality: Amid reports that thousands of Iraqi soldiers had surrendered , administration aides were also upbeat in private , with one even talking of victory within a week .","(AUTHOR, reports, true); (AUTHOR, surrendered, unknown); (AUTHOR, talking, true); (AUTHOR, victory, unknown); (AUTHOR_GEN, surrendered, true); (AUTHOR_one, victory, true)"
"source target factuality: Susan Dudley , deputy director of the National Abortion Federation , assailed the remarks and called on anti - abortion groups to shift their tactics .","(AUTHOR, assailed, true); (AUTHOR, called, true); (AUTHOR, shift, unknown)"
"source target factuality: In composite trading on the New York Stock Exchange , Bethlehem shares rose 50 cents to $ 17.375 .","(AUTHOR, $, true); (AUTHOR, rose, true)"
"source target factuality: "" Attitudes { toward being acquired } are still negative , but they 're becoming more positive , "" Mr. Murasawa said .","(AUTHOR, becoming, unknown); (AUTHOR, said, true); (AUTHOR_Murasawa, becoming, true)"
"source target factuality: Gen. Schwarzkopf said that some early reports that chemical weapons were used against allied troops turned out to be "" bogus . ""","(AUTHOR, said, true); (AUTHOR, reports, unknown); (AUTHOR, used, unknown); (AUTHOR, turned, unknown); (AUTHOR_Schwarzkopf, reports, true); (AUTHOR_Schwarzkopf, used, false); (AUTHOR_Schwarzkopf, turned, true)"
"source target factuality: Neal Horsley said Friday that he would seek a new Internet service for his "" Nuremburg Files "" site , which was the focus of a federal court trial that led to a $ 107 million verdict this week in favor of abortion providers .","(AUTHOR, led, true); (AUTHOR, verdict, true); (AUTHOR, said, true); (AUTHOR, seek, unknown); (AUTHOR, was, true); (AUTHOR, trial, true); (AUTHOR_Horsley, led, unknown); (AUTHOR_Horsley, verdict, unknown); (AUTHOR_Horsley, seek, true); (AUTHOR_Horsley, was, unknown); (AUTHOR_Horsley, trial, unknown)"
source target factuality: Iraq imports about three - quarters of its foodstuffs .,"(AUTHOR, imports, true)"
source target factuality: Montedison S.p . A. definitively agreed to buy all of the publicly held shares of Erbamont N.V. for $ 37 each .,"(AUTHOR, agreed, true); (AUTHOR, buy, true)"
"source target factuality: Their junk funds combined have had net outflows totaling nearly $ 500 million , or about 13 % of their junk fund assets , in the past two months .","(AUTHOR, outflows, true)"
"source target factuality: Milton Roy recently fended off unsolicited overtures from Thermo Electron Corp. , a Waltham , Mass. , maker of biomedical products .","(AUTHOR, fended, true)"
source target factuality: He 's expected to meet with Iraqi deputy prime minister Tariq Aziz later this afternoon .,"(AUTHOR, meet, ptrue); (AUTHOR, expected, true); (AUTHOR_GEN, meet, ptrue)"
"source target factuality: Integra , which owns and operates hotels , said that Hallwood Group Inc. has agreed to exercise any rights that are n't exercised by other shareholders .","(AUTHOR, said, true); (AUTHOR, agreed, unknown); (AUTHOR, exercise, unknown); (AUTHOR, exercised, unknown); (AUTHOR_Integra, agreed, true); (AUTHOR_Integra, exercise, unknown); (AUTHOR_Integra, exercised, false)"
"source target factuality: Stocks rose , pushing the Dow Jones industrial average up 72.24 points , to 8,189.49 , leaving the index within 70 points of its record high set on Aug. 6 .","(AUTHOR, set, true); (AUTHOR, rose, true); (AUTHOR, pushing, true); (AUTHOR, leaving, true)"
"source target factuality: Poland , Hungary and the Czech Republic can now participate in NATO strategy planning , because all NATO member states have approved their joining the alliance , German defense minister Rudolf Scharping said Saturday .","(AUTHOR, participate, unknown); (AUTHOR, planning, unknown); (AUTHOR, approved, unknown); (AUTHOR, joining, unknown); (AUTHOR, said, true); (AUTHOR_Scharping, participate, unknown); (AUTHOR_Scharping, planning, true); (AUTHOR_Scharping, approved, true); (AUTHOR_Scharping, joining, unknown)"
"source target factuality: "" Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg 's corn - based lines simply because they are made of oats , "" says Merrill Lynch food analyst William Maguire .","(AUTHOR, eaten, unknown); (AUTHOR, going, unknown); (AUTHOR, made, unknown); (AUTHOR, says, true); (AUTHOR_Maguire, eaten, true); (AUTHOR_Maguire, going, true); (AUTHOR_Maguire, made, true)"
"source target factuality: He has used 29 aliases , Freeh said .","(AUTHOR, used, unknown); (AUTHOR, said, true); (AUTHOR_Freeh, used, true)"
"source target factuality: "" It 's very frustrating knowing that he 's out there , "" said Ms. Buckham .","(AUTHOR, knowing, unknown); (AUTHOR, out, unknown); (AUTHOR, said, true); (AUTHOR, frustrating, unknown); (AUTHOR_Buckham, knowing, true); (AUTHOR_Buckham, out, true); (AUTHOR_Buckham, frustrating, true)"
"source target factuality: Iraq clearly is trying to woo back more Arab support in case the conflict drags on , hoping that its neighbors eventually will help it survive a prolonged war of economic attrition with the West .","(AUTHOR, trying, true); (AUTHOR, woo, unknown); (AUTHOR, support, true); (AUTHOR, conflict, true); (AUTHOR, drags, unknown); (AUTHOR, hoping, true); (AUTHOR, help, unknown); (AUTHOR, survive, unknown); (AUTHOR, war, true)"
source target factuality: Ms. Atimadi says the women of Kabul symbolize the suffering of all the women in Afghanistan .,"(AUTHOR, symbolize, unknown); (AUTHOR, says, true); (AUTHOR_Atimadi, symbolize, true)"
source target factuality: Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases .,"(AUTHOR, expect, false); (AUTHOR, touch, unknown); (AUTHOR_analysts, touch, pfalse)"
"source target factuality: "" We believe that his words can not distract the world from the facts of Iraqi aggression . ""","(AUTHOR, aggression, unknown); (AUTHOR, believe, unknown); (AUTHOR, distract, unknown); (AUTHOR_We, aggression, true); (AUTHOR_We, distract, pfalse); (AUTHOR_DUMMY, believe, true)"
"source target factuality: But U.S. officials have sized up Saddam Hussein as a man who , despite some recklessness , will back down if he must .","(AUTHOR, sized, true); (AUTHOR, back, unknown); (AUTHOR_officials, back, true)"
"source target factuality: But he said Columbia remains "" one of the most strongly capitalized thrifts in the industry , "" based on the economic value of its assets and tangible capital .","(AUTHOR, said, true); (AUTHOR, remains, unknown); (AUTHOR, based, true); (AUTHOR_he, remains, true); (AUTHOR_he, based, true)"
"source target factuality: Sun , a maker of computer workstations , reported sales of $ 538.5 million for the quarter ended Sept. 29 , up 39 % from $ 388.5 million a year earlier .","(AUTHOR, $, unknown); (AUTHOR, $, true); (AUTHOR, reported, true); (AUTHOR_Sun, $, true)"
"source target factuality: The government probably would n't give in readily to a hostile foray by Ford , however .","(AUTHOR, give, pfalse)"
